SHOW,SEASON,538_NAME,FULL_NAME,ELIMINATION-1,ELIMINATION-2,ELIMINATION-3,ELIMINATION-4,ELIMINATION-5,ELIMINATION-6,ELIMINATION-7,ELIMINATION-8,ELIMINATION-9,ELIMINATION-10,DATES-1,DATES-2,DATES-3,DATES-4,DATES-5,DATES-6,DATES-7,DATES-8,DATES-9,DATES-10
Bachelor,10,10_SUSAN_A,Susan Anderson,,E,,,,,,,,,,D7,,,,,,,,
Bachelor,10,10_TESSA_H,Tessa Horst,,,R,,,,,W,,,,D7,D2,D4,D1,D1,D1,D1,,
Bachelor,10,10_TIFFANY_F,Tiffany Warren,E,,,,,,,,,,,,,,,,,,,
Bachelor,10,10_TIFFANY_W,Tiffany Forester,,E,,,,,,,,,,D7,,,,,,,,
Bachelor,10,10_TINA_W,Tina Wu,,,,,E,,,,,,,D7,D5,D4,D4,,,,,
Bachelorette,10,10_ANDREW_P,Andrew Poole,,,,,E,,,,,,,,D12,D6,D9,,,,,
Bachelorette,10,10_BRADLEY_W,Bradley Wisk,,,E,,,,,,,,,D14,D12,,,,,,,
Bachelorette,10,10_BRETT_M,Brett Melnick,,,E,,,,,,,,,D14,D12,,,,,,,
Bachelorette,10,10_BRIAN_O,Brian Osborne,,,,R,R,,E,,,,,D14,D12,D6,D1,D6,D4,,,
Bachelorette,10,10_CARL_K,Carl King,,E,,,,,,,,,,D14,,,,,,,,
Bachelorette,10,10_CHRIS_S,Chris Soules,,R,,,,R,,,ED,,,D1,,,D9,D6,D4,D1,D1,
Bachelorette,10,10_CODY_S,Cody Sattler,,,,,,ED,,,,,,D14,D12,D6,D9,D1,,,,
Bachelorette,10,10_CRAIG_M,Craig Muhlbauer,,E,,,,,,,,,,D14,,,,,,,,
Bachelorette,10,10_DYLAN_P,Dylan Petitt,,,,R,,,E,,,,,D14,,D1,D9,D6,D4,,,
Bachelorette,10,10_EMIL_S,Emil Schaffroth,E,,,,,,,,,,,,,,,,,,,
Bachelorette,10,10_ERIC_H,Eric Hill,,R,,EU,,,,,,,,D1,D12,D6,,,,,,
Bachelorette,10,10_JASON_L,Jason Leep,E,,,,,,,,,,,,,,,,,,,
Bachelorette,10,10_JJ_O,J.J. O'Brien,,,R,,R,E,,,,,,,D1,,D9,D6,,,,
Bachelorette,10,10_JOSH_B,Josh Bauer,E,,,,,,,,,,,,,,,,,,,
Bachelorette,10,10_JOSH_M,Josh Murray,,,R,,R,,,,,W,,D14,D12,,D1,D6,D1,D1,D1,D1
Bachelorette,10,10_MARCUS_G,Marcus Grodd,,R,,R,,,,E,,,,D14,D12,D1,D9,D6,D1,D1,,
Bachelorette,10,10_MARQUEL_M,Marquel Martin,,,,,E,,,,,,,D14,D12,D6,D9,,,,,
Bachelorette,10,10_MIKE_C,Mike Campanelli,E,,,,,,,,,,,,,,,,,,,
Bachelorette,10,10_NICK_S,Nick Sutter,,E,,,,,,,,,,D14,,,,,,,,
Bachelorette,10,10_NICK_V,Nick Viall,R1,,R,,,R,R,,,EU,,,D1,D6,D9,D1,D4,D1,D1,D1
Bachelorette,10,10_PATRICK_J,Patrick Jagodzinski,,,,,E,,,,,,,D14,D12,,D9,,,,,
Bachelorette,10,10_RON_W,Ron Worrell,,,EQ,,,,,,,,,D14,D12,,,,,,,
Bachelorette,10,10_RUDIE_D,Rudie Dane,E,,,,,,,,,,,,,,,,,,,
Bachelorette,10,10_STEVEN_W,Steven Woolworth,E,,,,,,,,,,,,,,,,,,,
Bachelorette,10,10_TASOS_H,Tasos Hernandez,,,,E,,,,,,,,D14,D12,,,,,,,
Bachelor,11,11_BETTINA_B,Bettina Bell,,,,R,,,E,,,,,D7,D5,D6,D1,D1,D1,,,
Bachelor,11,11_DEANNA_P,Deanna Pappas,,R,,R,,,,E,,,,D7,D6,D2,D4,D1,D1,D1,,
Bachelor,11,11_ERIN_G,Erin Gardner,,E,,,,,,,,,,D7,,,,,,,,
Bachelor,11,11_HILARY_R,Hillary Reisinger,,,R,,E,,,,,,,D7,D1,D6,D4,,,,,
Bachelor,11,11_JADE_B,Jade Beazley,,,,ED,,,,,,,,D7,D5,D2,,,,,,
Bachelor,11,11_JENNI_C,Jenni Croft,R1,,,R,,,,E,,,,D7,D6,D1,D4,D1,D1,D1,,
Bachelor,11,11_JESSICA_K,Jessica Kiss,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_JULI_G,Juli Gilliam,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_KIM_O,Kim Orville,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_KRISTY_K,Kristy Katzmann,,,R,,E,,,,,,,D7,D5,D6,D4,,,,,
Bachelor,11,11_LINDSEY_H,Lindsey Hawkins,,,E,,,,,,,,,D7,D6,,,,,,,
Bachelor,11,11_LORI_L,Lori Langley,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_MALLORY_S,Mallory Simons,,E,,,,,,,,,,D7,,,,,,,,
Bachelor,11,11_MCCARTEN_D,McCarten Delaney,,,,E,,,,,,,,D7,D6,D6,,,,,,
Bachelor,11,11_MELISSA_B,Melissa Buschel,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_MICHELE_L,Michele Leavy,,EQ,,,,,,,,,,,,,,,,,,
Bachelor,11,11_MORGAN_B,Morgan Becker,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_NATALIE_V,Natalie Velasco,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_REGINA_D,Regina Doringa,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_SARAH_N,Sarah Newlon,,R,E,,,,,,,,,D7,D6,,,,,,,
Bachelor,11,11_SHEENA_S,Sheena Stewart,,,,,,E,,,,,,D7,D5,D6,D1,D1,,,,
Bachelor,11,11_SOLISA_S,Solisa Shoop,,,E,,,,,,,,,D7,D5,,,,,,,
Bachelor,11,11_STEPHY_K,"Estefania ""Stephy"" Kootz",,,R,E,,,,,,,,D7,D6,D6,,,,,,
Bachelor,11,11_SUSAN_S,Susan Stein,E,,,,,,,,,,,,,,,,,,,
Bachelor,11,11_TAUNI_N,Tauni Nessler,E,,,,,,,,,,,,,,,,,,,
Bachelorette,11,11_BEN_H,Ben Higgins,,,R,,R,,,E,,,,D8,D6,D5,D1,D5,D1,D1,,
Bachelorette,11,11_BEN_Z,Ben Zorn,,R,R,,,E,,,,,,D8,D1,D8,D9,D5,,,,
Bachelorette,11,11_BRADLEY_C,Bradley Cox,E,,,,,,,,,,,,,,,,,,,
Bachelorette,11,11_BRADY_T,Brady Toops,EQ,,,,,,,,,,,,,,,,,,,
Bachelorette,11,11_CHRIS_S,Chris Strandburg,,,,R,,,ED,,,,,D7,D6,D5,D9,D5,D1,,,
Bachelorette,11,11_CLINT_A,Clint Arlis,,R,EU,,,,,,,,,D1,D6,,,,,,,
Bachelorette,11,11_COREY_S,Corey Stansell,,,,E,,,,,,,,D8,,D8,,,,,,
Bachelorette,11,11_CORY_S,Cory Shivar,,E,,,,,,,,,,,,,,,,,,
Bachelorette,11,11_DANIEL_F,Daniel Finney,,E,,,,,,,,,,D8,,,,,,,,
Bachelorette,11,11_DAVID_X,David,E,,,,,,,,,,,,,,,,,,,
Bachelorette,11,11_IAN_T,Ian Thomson,,,,,EQ,,,,,,,D7,,D5,D9,,,,,
Bachelorette,11,11_JARED_H,Jared Haibon,,,,R,,R,E,,,,,D8,D6,D1,D9,D5,D1,D1,,
Bachelorette,11,11_JJ_L,J.J. Lane III,,R,,,,ED,,,,,,D7,D6,D8,D9,D2,,,,
Bachelorette,11,11_JOE_B,Joe Bailey,,,,,,R,ED,,,,,D7,D6,D5,,D2,D3,,,
Bachelorette,11,11_JONATHAN_H,Jonathan Holloway,,,,E,,,,,,,,D7,D6,D8,,,,,,
Bachelorette,11,11_JOSH_S,Josh Seiter,E,,,,,,,,,,,,,,,,,,,
Bachelorette,11,11_JOSHUA_A,Joshua Albers,,,,,E,,,,,,,D7,D6,D5,D9,,,,,
Bachelorette,11,11_JUSTIN_R,Justin Reich,,,,R,E,,,,,,,D8,,D8,D9,,,,,
Bachelorette,11,11_KUPAH_J,Kupah James,,EU,,,,,,,,,,D8,,,,,,,,
Bachelorette,11,11_NICK_V,Nick Viall,,,,,R,R,,,E,,,,,,D9,D1,D3,D1,D1,
Bachelorette,11,11_RYAN_B,Ryan Beckett,,,,E,,,,,,,,,D6,D8,,,,,,
Bachelorette,11,11_RYAN_M,Ryan McDill,EF,,,,,,,,,,,,,,,,,,,
Bachelorette,11,11_SHAWN_B,Shawn Booth,R1,,R,,R,,,,W,,,,D6,D8,D1,,D3,D1,D1,
Bachelorette,11,11_SHAWN_E,Shawn Evans,E,,,,,,,,,,,,,,,,,,,
Bachelorette,11,11_TANNER_T,Tanner Tolbert,,,,,,E,,,,,,D8,D6,D8,D9,D5,,,,
Bachelorette,11,11_TONY_H,Tony Harris,,,EQ,,,,,,,,,D7,D6,,,,,,,
Bachelor,12,12_ALYSSA_G,Alyssa Gill,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_AMANDA_P,Amanda Petterman,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_AMANDA_R,Amanda Rantuccio,R1,,,R,,,E,,,,,D8,D10,D1,D4,D1,D1,,,
Bachelor,12,12_AMY_R,Amy,,,E,,,,,,,,,D7,D10,,,,,,,
Bachelor,12,12_ASHLEE_W,Ashlee Williss,,R,,E,,,,,,,,D8,D10,D6,,,,,,
Bachelor,12,12_CARRI_P,Carri Perrier,,E,,,,,,,,,,D7,,,,,,,,
Bachelor,12,12_CHELSEA_W,Chelsea Wanstrath,,R,,R,,,,E,,,,D7,D10,D6,D1,D1,D1,D1,,
Bachelor,12,12_DENISE_H,Denise Hawthorne,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_DEVON_A,Devon Antin,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_ERIN_H,Erin Harper,,E,,,,,,,,,,D8,,,,,,,,
Bachelor,12,12_ERIN_S,Erin Storm,,,E,,,,,,,,,D7,D10,,,,,,,
Bachelor,12,12_HOLLY_D,Holly Durst,,,R,ED,,,,,,,,D8,D1,D2,,,,,,
Bachelor,12,12_KELLY_D,Kelly Duncan,,,,E,,,,,,,,D7,D10,D6,,,,,,
Bachelor,12,12_KRISTINE_H,Kristine Heffelfinger,,,E,,,,,,,,,D8,D10,,,,,,,
Bachelor,12,12_LESLEY_G,Lesley Geyer,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_MARSHANA_R,Marshana Ritchie,,,,R,E,,,,,,,D8,D10,D2,D4,,,,,
Bachelor,12,12_MICHELE_R,Michele Romero,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_MICHELLE_P,Michelle Procopio,,E,,,,,,,,,,D8,,,,,,,,
Bachelor,12,12_NOELLE_D,Noelle Drake,,,,,,E,,,,,,D8,D10,D6,D1,D1,,,,
Bachelor,12,12_REBECCA_L,Rebecca LeBlanc,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_ROBIN_C,Robin Canfield,,,R,,E,,,,,,,D7,D10,D6,D4,,,,,
Bachelor,12,12_SHAYNE_L,Shayne Lamas,,,R,,,,,W,,,,D7,D1,D6,D4,D1,D1,D1,,
Bachelor,12,12_STACEY_E,Stacey Elza,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_TAMARA_S,Tamara Sketz,E,,,,,,,,,,,,,,,,,,,
Bachelor,12,12_TIFFANY_T,Tiffany Thornburg,E,,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_ALEX_W,Alex Woytkiw,,,,R,,,ED,,,,,D6,D12,D2,D9,D5,D1,,,
Bachelorette,12,12_ALI_Z,Ali Zahiri,,,E,,,,,,,,,D10,D12,,,,,,,
Bachelorette,12,12_BRANDON_H,Brandon Howell,,E,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_CHAD_J,Chad Johnson,,,,ED,,,,,,,,D6,D12,D2,,,,,,
Bachelorette,12,12_CHASE_M,Chase McNary,,,R,,,R,,,ED,,,,D1,D11,D9,D2,D3,D1,D1,
Bachelorette,12,12_CHRISTIAN_B,Christian Bishop,,,E,,,,,,,,,D6,D12,,,,,,,
Bachelorette,12,12_COLEY_K,Coley Knust,E,,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_DANIEL_M,Daniel Maguire,,,,E,,,,,,,,D10,D12,D11,,,,,,
Bachelorette,12,12_DEREK_P,Derek Peth,,R,,,R,ED,,,,,,D1,,D11,D1,D2,,,,
Bachelorette,12,12_EVAN_B,Evan Bass,,,R,,E,,,,,,,D10,D12,D11,D9,,,,,
Bachelorette,12,12_GRANT_K,Grant Kemp,,,,,E,,,,,,,D10,D12,D11,D9,,,,,
Bachelorette,12,12_JAKE_P,Jake Patton,E,,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_JAMES_F,James Fuertes,,,,E,,,,,,,,D10,D12,D11,,,,,,
Bachelorette,12,12_JAMES_S,James Spadafore,,E,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_JAMES_T,James Taylor,,R,R,,,,E,,,,,D6,D1,D11,D9,D5,D3,,,
Bachelorette,12,12_JONATHAN_H,Jonathan Hamilton,E,,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_JORDAN_R,Jordan Rodgers,R1,,,R,R,,,,,W,,D6,D12,D11,D1,D5,D1,D1,D1,D1
Bachelorette,12,12_LUKE_P,Luke Pell,,,,R,,R,,E,,,,D10,,D1,D9,D5,D1,D1,,
Bachelorette,12,12_NICK_B,Nick Benvenutti,,,E,,,,,,,,,D6,D12,,,,,,,
Bachelorette,12,12_NICK_S,Nick Sharp,E,,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_PETER_M,Peter Medina,E,,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_ROBBY_H,Robby Hayes,,,,,R,,R,,,E,,D10,,D11,D9,D5,D3,D1,D1,D1
Bachelorette,12,12_SAL_D,Sal DeJulio,E,,,,,,,,,,,,,,,,,,,
Bachelorette,12,12_VINCENT_V,"Vincent ""Vinny"" Ventiera",,,,,E,,,,,,,D10,D12,D11,D9,,,,,
Bachelorette,12,12_WELLS_A,Wells Adams,,R,,,,ED,,,,,,D10,D12,D11,D9,D1,,,,
Bachelorette,12,12_WILL_H,Will Haduch,,E,,,,,,,,,,D10,,,,,,,,
Bachelor,13,13_ANN_L,Ann Lueders,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_DOMINIQUE_C,Dominique Carta,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_EMILY_H,Emily Hillis,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_ERICA_D,Erica DeSimone,,,E,,,,,,,,,D8,D8,,,,,,,
Bachelor,13,13_JACKIE_H,Jackie Hickey,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_JILLIAN_H,Jillian Harris,,R,R,,,,E,,,,,D1,D8,D6,D3,D1,D1,,,
Bachelor,13,13_JULIE_D,Julie Dermotta,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_KARI_F,Kari Fajen,,,E,,,,,,,,,D8,,,,,,,,
Bachelor,13,13_LAUREN_W,Lauren Wanger,,,,E,,,,,,,,D8,,D6,,,,,,
Bachelor,13,13_LISA_G,Lisa Gonzalez,,EQ,,,,,,,,,,,,,,,,,,
Bachelor,13,13_MEGAN_P,Megan Parris,R,,,E,,,,,,,,,D8,D6,,,,,,
Bachelor,13,13_MELISSA_R,Melissa Rycroft,,R,,,,,,W,,,,D1,D8,D6,D1,D1,D1,D1,,
Bachelor,13,13_MOLLY_M,Molly Malaney,,R,,R,,,,E,,,,D8,,D1,D3,D1,D1,D1,,
Bachelor,13,13_NAOMI_C,Naomi Rose Crespo,,,,R,,E,,,,,,D8,D8,D6,D1,D1,,,,
Bachelor,13,13_NATALIE_G,Natalie Getz,,,ED,,,,,,,,,D8,D1,,,,,,,
Bachelor,13,13_NICOLE_M,Nicole Mah,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_NIKKI_K,"Nicole ""Nikki"" Kaapke",R1,,,ED,,,,,,,,D8,D8,D2,,,,,,
Bachelor,13,13_RAQUEL_M,Raquel Medeiros,,E,,,,,,,,,,,,,,,,,,
Bachelor,13,13_RENEE_S,Renee Simlak,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_SHANNON_B,Shannon Bair,,,,E,,,,,,,,,D8,D6,,,,,,
Bachelor,13,13_SHARON_S,Sharon Staebell,,E,,,,,,,,,,D8,,,,,,,,
Bachelor,13,13_SHELBY_G,Shelby Gillespie,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_STACIA_M,Stacia Mann,E,,,,,,,,,,,,,,,,,,,
Bachelor,13,13_STEPHANIE_H,Stephanie Hogan,,,R,R,E,,,,,,,,D1,D2,D3,,,,,
Bachelor,13,13_TREASURE_M,Treasure Morgan,E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_ADAM_G,Adam Gottschalk,,,,,,,ED,,,,,D10,D8,D13,D9,D7,D3,,,
Bachelorette,13,13_ALEX_B,Alex Bordyukov,,,R,,,E,,,,,,D10,D6,D13,D9,D7,,,,
Bachelorette,13,13_ANTHONY_B,Anthony Battle,,,R,,E,,,,,,,,D1,D13,D9,,,,,
Bachelorette,13,13_BLAKE_E,Blake Elarbee,,E,,,,,,,,,,D8,,,,,,,,
Bachelorette,13,13_BLAKE_K,Blake Killpack,E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_BRADY_E,Brady Ervin,,,E,,,,,,,,,,D8,,,,,,,
Bachelorette,13,13_BRYAN_A,Bryan Abasolo,R1,,,R,R,,R,,,W,,,D6,D13,D1,D7,D1,D1,D1,D1
Bachelorette,13,13_BRYCE_P,Bryce Powers,,,E,,,,,,,,,,D8,,,,,,,
Bachelorette,13,13_DEAN_U,Dean Unglert,,R,,R,,,R,E,,,,D8,D8,D1,D9,D7,D1,D1,,
Bachelorette,13,13_DEMARIO_J,DeMario Jackson,,EU,,,,,,,,,,D10,,,,,,,,
Bachelorette,13,13_DIGGY_M,"Kenneth ""Diggy"" Moreland",,,E,,,,,,,,,D10,,,,,,,,
Bachelorette,13,13_ERIC_B,Eric Bigger,,,R,,,R,R,,E,,,D10,D8,D13,D9,D1,D3,D1,D1,
Bachelorette,13,13_FRED_J,Fred Johnson,,,ED,,,,,,,,,D8,D6,,,,,,,
Bachelorette,13,13_GRANT_H,Grant Hubsher,E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_IGGY_R,"Ignacio ""Iggy"" Rodriguez",,,,E,,,,,,,,D8,,D13,,,,,,
Bachelorette,13,13_JACK_S,Jack Stone,,,,ED,,,,,,,,D8,D8,D1,,,,,,
Bachelorette,13,13_JAMEY_K,Jamey Kocan,,E,,,,,,,,,,D10,,,,,,,,
Bachelorette,13,13_JEDIDIAH_B,Jedidiah Ballard,E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_JONATHAN_T,Jonathan Treece,,,,E,,,,,,,,D8,D6,D13,,,,,,
Bachelorette,13,13_JOSIAH_G,Josiah Graham,,R,,,E,,,,,,,D10,,D13,D9,,,,,
Bachelorette,13,13_KENNY_L,Kenny Layne,,,,,R,ED,,,,,,D8,D8,D13,D2,D7,,,,
Bachelorette,13,13_KYLE_S,Kyle Sherwood,E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_LEE_G,Lee Garrett,,,,,ED,,,,,,,D10,D8,D13,D2,,,,,
Bachelorette,13,13_LUCAS_Y,Lucas Yancey,,E,,,,,,,,,,D8,,,,,,,,
Bachelorette,13,13_MATT_M,"Matthew ""Matt"" Munson",,,,,,,ED,,,,,D10,,D13,D9,D7,D3,,,
Bachelorette,13,13_MICHAEL_B,Michael Black,E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_MILTON_L,Milton LaCroix,E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_MOHIT_S,Mohit Sehgal,E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_PETER_K,Peter Kraus,,R,,,,R,R,,,E,,D1,D6,D13,D9,D7,D1,D1,D1,D1
Bachelorette,13,13_ROB_H,"Robert ""Rob"" Howard",E,,,,,,,,,,,,,,,,,,,
Bachelorette,13,13_WILL_G,Will Gaskins,,,,,R,ED,,,,,,D10,D6,D13,D9,D1,,,,
Bachelor,14,14_ALI_F,Ali Fedotowsky,,R,,,,E,,,,,,D1,D8,D6,D1,D1,,,,
Bachelor,14,14_ASHLEIGH_H,Ashleigh Hunt,,,,E,,,,,,,,D6,D8,D6,,,,,,
Bachelor,14,14_ASHLEY_E,Ashley Elmore,,E,,,,,,,,,,D5,,,,,,,,
Bachelor,14,14_CAITLYN_M,Caitlyn McCabe,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_CHANNY_C,Channy Choch,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_CORRIE_A,Corrie Adamson,,,,,E,,,,,,,D6,D8,D6,D1,,,,,
Bachelor,14,14_CRISTINA_M,Christina McCasland,,E,,,,,,,,,,D6,,,,,,,,
Bachelor,14,14_ELIZABETH_KI,Elizabeth Kitt,,R,E,,,,,,,,,D5,D8,,,,,,,
Bachelor,14,14_ELIZABETH_KR,Elizabeth Kreft,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_ELLA_N,Ella Nolan,,,R,ED,,,,,,,,,D1,D2,,,,,,
Bachelor,14,14_EMILY_H,Emily Harkins,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_GIA_A,Gia Allemand,,,,R,,,EQ,,,,,D6,,D1,D2,D1,D1,,,
Bachelor,14,14_JESSIE_S,Jessie Sulidis,,,,E,,,,,,,,D5,D8,D6,,,,,,
Bachelor,14,14_KATHRYN_S,Kathryn Sherlock,,,,ED,,,,,,,,D5,D8,D2,,,,,,
Bachelor,14,14_KIMBERLY_S,Kimberly Sullivan,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_KIRSTEN_P,Kirsten Pittman,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_LEX_M,"Alexa ""Lex"" McAllister",E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_MICHELLE_K,Michelle Kujawa,,,ED,,,,,,,,,,D8,,,,,,,
Bachelor,14,14_ROZLYN_P,Rozlyn Papa,,EF,,,,,,,,,,D6,,,,,,,,
Bachelor,14,14_SHEILA_L,Sheila Marie Lidner,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_STEPHANIE_M,Stephanie Mueller,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_TENLEY_M,Tenley Molzahn,R1,,,R,,,,E,,,,,D8,D6,D1,D1,D1,D1,,
Bachelor,14,14_TIANA_K,Tiana Kruzel,E,,,,,,,,,,,,,,,,,,,
Bachelor,14,14_VALISHIA_S,Valishia Savage,,,E,,,,,,,,,D6,,,,,,,,
Bachelor,14,14_VIENNA_G,Vienna Girardi,,,R,,,,,W,,,,D5,D1,D6,D2,D1,D1,D1,,
Bachelor,15,15_ALLI_T,Alli Travis,,,,,,ED,,,,,,D15,D12,D9,D8,D1,,,,
Bachelor,15,15_ASHLEY_H,Ashley Hebert,,R,,,R,,R,,E,,,D1,D12,D9,D2,D6,D3,D1,D1,
Bachelor,15,15_ASHLEY_S,Ashley Spivey,R1,,R,,ED,,,,,,,,D1,D9,D2,,,,,
Bachelor,15,15_BRITNEE_X,Britnee,E,,,,,,,,,,,,,,,,,,,
Bachelor,15,15_BRITT_B,Britt Billmaier,,,,R,,,ED,,,,,D15,D12,D9,D8,D6,D1,,,
Bachelor,15,15_CHANTAL_O,Chantal O'Brien,,,,R,,R,,,,E,,D15,D12,D1,D8,D1,D3,D1,D1,D1
Bachelor,15,15_CRISTY_C,Cristy Caserta,E,,,,,,,,,,,,,,,,,,,
